nombre,numero de opiniones,puntuacion sobre 5,ranking,precio,tipos de cocina,dietas especiales,ubicaciones,puntuaciones desglosadas,precio promedio,categoria precio,tipos cocina española,tipos cocina italiana,tipos cocina francesa,tipos cocina europea,tipos cocina asiatica,tipos cocina americana,tipos cocina latinoamerica,tipos cocina africana,tipos cocina arabe,Halal,Kosher,Opciones sin gluten,Opciones veganas,Opciones vegetarianas,Pésimo,Malo,Normal,Muy bueno,Excelente,lat,long,municipio,provincia,codigo postal,direccion completa corregida,datos completos
Galia Cocina De Mercado,11.0,4.5,,"[12, 60]","['Española', 'Vinoteca']","['Desayuno', 'Comidas', 'Cenas', 'Bebidas']","Calle de Juan Florez 34 A, 15004 A Coruña España","['0', '1', '1', '3', '6']",36.0,medio,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,3.0,6.0,43.3654287,-8.4088064,Rúa Juan Flórez,A Coruña,15004,"Rúa Juan Flórez, 34, a, 15004 A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'a', 'short_name': 'a', 'types': ['subpremise']}, {'long_name': '34', 'short_name': '34', 'types': ['street_number']}, {'long_name': 'Rúa Juan Flórez', 'short_name': 'Rúa Juan Flórez', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15004', 'short_name': '15004', 'types': ['postal_code']}], 'formatted_address': 'Rúa Juan Flórez, 34, a, 15004 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.36554719999999, 'lng': -8.4086384}, 'southwest': {'lat': 43.3653318, 'lng': -8.4089198}}, 'location': {'lat': 43.3654287, 'lng': -8.4088064}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3667884802915, 'lng': -8.407264819708498}, 'southwest': {'lat': 43.3640905197085, 'lng': -8.409962780291501}}}, 'place_id': 'EjBSw7phIEp1YW4gRmzDs3JleiwgMzQsIGEsIDE1MDA0IEEgQ29ydcOxYSwgU3BhaW4iHRobChYKFAoSCbcVu2qIfC4NEZrhK69xDxefEgFh', 'types': ['subpremise']}], 'status': 'OK'}"
Parrillada Vilanova,105.0,3.5,,,"['Restaurante de carne', 'Barbacoa', 'Española']",,"San Pedro de Nos Antonio Raimundo Ibañez , 2, Oleiros España","['14', '11', '22', '33', '25']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0,11.0,22.0,33.0,25.0,43.33270590000001,-8.3157003,Galicia,Spain,Spain,"Oleiros, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}], 'formatted_address': 'Oleiros, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3451073, 'lng': -8.2999874}, 'southwest': {'lat': 43.326682, 'lng': -8.331007999999999}}, 'location': {'lat': 43.33270590000001, 'lng': -8.3157003}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.3451073, 'lng': -8.2999874}, 'southwest': {'lat': 43.326682, 'lng': -8.331007999999999}}}, 'partial_match': True, 'place_id': 'ChIJR1PpOU9lLg0Rs3r0wksO-e8', 'types': ['locality', 'political']}], 'status': 'OK'}"
Bar Tribisqueira,47.0,3.5,,,['Española'],,"Rua Cruce 8 Coruxo de arriba, Santa Cruz, 15179 Oleiros España","['5', '5', '13', '8', '16']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,5.0,13.0,8.0,16.0,43.3423496,-8.346022699999999,Oleiros,A Coruña,15179,"Rúa Cruce, 8, 15179 Oleiros, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Rúa Cruce', 'short_name': 'Rúa Cruce', 'types': ['route']}, {'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15179', 'short_name': '15179', 'types': ['postal_code']}], 'formatted_address': 'Rúa Cruce, 8, 15179 Oleiros, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3424005, 'lng': -8.345960300000002}, 'southwest': {'lat': 43.3422945, 'lng': -8.3461319}}, 'location': {'lat': 43.3423496, 'lng': -8.346022699999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3436964802915, 'lng': -8.344682369708499}, 'southwest': {'lat': 43.3409985197085, 'lng': -8.347380330291502}}}, 'partial_match': True, 'place_id': 'ChIJs1cXodB6Lg0RcaB6RsAXX3Q', 'types': ['premise']}, {'address_components': [{'long_name': 'Lóngora', 'short_name': 'Lóngora', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15179', 'short_name': '15179', 'types': ['postal_code']}], 'formatted_address': '15179 Lóngora, A Coruña, Spain', 'geometry': {'location': {'lat': 43.3483717, 'lng': -8.3496387}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.3497206802915, 'lng': -8.348289719708498}, 'southwest': {'lat': 43.34702271970851, 'lng': -8.350987680291501}}}, 'partial_match': True, 'place_id': 'ChIJbV7i4d56Lg0Rru5DRlomENc', 'plus_code': {'compound_code': '8MX2+84 Lóngora, Spain', 'global_code': '8CMH8MX2+84'}, 'types': ['establishment', 'point_of_interest']}], 'status': 'OK'}"
Mesón O'Bo,101.0,3.5,,,['Española'],,"Rua Menendez y Pelayo 18, 15005 A Coruña España","['13', '10', '28', '31', '19']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13.0,10.0,28.0,31.0,19.0,43.3631533,-8.4076355,A Coruña,A Coruña,15005,"Rúa Menéndez y Pelayo, 18, 15005 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '18', 'short_name': '18', 'types': ['street_number']}, {'long_name': 'Rúa Menéndez y Pelayo', 'short_name': 'Rúa Menéndez y Pelayo', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15005', 'short_name': '15005', 'types': ['postal_code']}], 'formatted_address': 'Rúa Menéndez y Pelayo, 18, 15005 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3631533, 'lng': -8.4076355}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.36445288029149, 'lng': -8.406284969708496}, 'southwest': {'lat': 43.3617549197085, 'lng': -8.4089829302915}}}, 'place_id': 'ChIJ227ToYh8Lg0RjtxkUBxeVUo', 'plus_code': {'compound_code': '9H7R+7W A Coruña, Spain', 'global_code': '8CMH9H7R+7W'}, 'types': ['street_address']}], 'status': 'OK'}"
Calma Chicha,61.0,3.5,,"[8, 15]","['Mediterránea', 'Española']","['Comidas', 'Cenas', 'Brunch', 'Desayuno']","Calle Orillamar, 84, 15002 A Coruña España","['7', '6', '13', '12', '23']",11.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,6.0,13.0,12.0,23.0,43.37644239999999,-8.3961101,A Coruña,A Coruña,15002,"Rúa Orillamar, 84, 15002 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '84', 'short_name': '84', 'types': ['street_number']}, {'long_name': 'Rúa Orillamar', 'short_name': 'Rúa Orillamar', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15002', 'short_name': '15002', 'types': ['postal_code']}], 'formatted_address': 'Rúa Orillamar, 84, 15002 A Coruña, Spain', 'geometry': {'location': {'lat': 43.37644239999999, 'lng': -8.3961101}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3777617302915, 'lng': -8.394815119708499}, 'southwest': {'lat': 43.3750637697085, 'lng': -8.397513080291503}}}, 'place_id': 'ChIJ64Qo8Yd7Lg0R1r3x8naV5pk', 'plus_code': {'compound_code': '9JG3+HH A Coruña, Spain', 'global_code': '8CMH9JG3+HH'}, 'types': ['street_address']}], 'status': 'OK'}"
Casa Calixto,27.0,4.0,,,"['Marisco', 'Española']",,"Rúa Viñas da Babilonia, 8, 15179 Oleiros España","['5', '1', '2', '7', '12']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,1.0,2.0,7.0,12.0,43.3490103,-8.345164,Oleiros,A Coruña,15179,"Rúa Viñas da Babilonia, 8, 15179 Oleiros, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Rúa Viñas da Babilonia', 'short_name': 'Rúa Viñas da Babilonia', 'types': ['route']}, {'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15179', 'short_name': '15179', 'types': ['postal_code']}], 'formatted_address': 'Rúa Viñas da Babilonia, 8, 15179 Oleiros, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3490921, 'lng': -8.3450024}, 'southwest': {'lat': 43.3489195, 'lng': -8.345362}}, 'location': {'lat': 43.3490103, 'lng': -8.345164}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3504776802915, 'lng': -8.343444369708498}, 'southwest': {'lat': 43.3477797197085, 'lng': -8.346142330291503}}}, 'place_id': 'ChIJwRboRNx6Lg0R9i4dFDKo2mQ', 'types': ['premise']}], 'status': 'OK'}"
La Pérgola,104.0,3.5,,"[19, 24]","['Española', 'Mediterránea']","['Comidas', 'Cenas', 'Abierto hasta tarde']","Calle de Maria Ana Mogas Fontcuberta 1, 15008 A Coruña España","['10', '15', '25', '27', '27']",21.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,15.0,25.0,27.0,27.0,43.3293453,-8.406597099999999,A Coruña,A Coruña,15008,"Rua María Ana Mogás Fontcuberta, 1, 15008 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Rua María Ana Mogás Fontcuberta', 'short_name': 'Rua María Ana Mogás Fontcuberta', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15008', 'short_name': '15008', 'types': ['postal_code']}], 'formatted_address': 'Rua María Ana Mogás Fontcuberta, 1, 15008 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3293453, 'lng': -8.406597099999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.33065768029149, 'lng': -8.405256119708497}, 'southwest': {'lat': 43.3279597197085, 'lng': -8.407954080291502}}}, 'partial_match': True, 'place_id': 'ChIJi2NiRK18Lg0RCEKl1r-xeKw', 'plus_code': {'compound_code': '8HHV+P9 A Coruña, Spain', 'global_code': '8CMH8HHV+P9'}, 'types': ['street_address']}], 'status': 'OK'}"
Chocolateria 1965,25.0,4.0,,"[2, 40]",['Café'],['Desayuno'],"Rua Rafael Alberti 2, 15172 Oleiros España","['0', '3', '7', '4', '11']",21.0,bajo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,3.0,7.0,4.0,11.0,43.3363845,-8.377033299999999,Oleiros,A Coruña,15172,"Rúa Rafael Alberti, 2, 15172 Oleiros, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Rúa Rafael Alberti', 'short_name': 'Rúa Rafael Alberti', 'types': ['route']}, {'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15172', 'short_name': '15172', 'types': ['postal_code']}], 'formatted_address': 'Rúa Rafael Alberti, 2, 15172 Oleiros, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3364368, 'lng': -8.376952}, 'southwest': {'lat': 43.3362953, 'lng': -8.3771381}}, 'location': {'lat': 43.3363845, 'lng': -8.377033299999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3377276302915, 'lng': -8.375696069708498}, 'southwest': {'lat': 43.3350296697085, 'lng': -8.378394030291503}}}, 'place_id': 'ChIJn36gnkl7Lg0RZRiJB-8LzPw', 'types': ['premise']}], 'status': 'OK'}"
TapRoom Coruña,45.0,3.5,,,['Española'],,"Rua do Polígono, 15679 Cambre España","['5', '7', '5', '8', '20']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,7.0,5.0,8.0,20.0,43.3156743,-8.3557515,Galicia,Spain,15679,"Rúa Polígono, 15679, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Rúa Polígono', 'short_name': 'Rúa Polígono', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15679', 'short_name': '15679', 'types': ['postal_code']}], 'formatted_address': 'Rúa Polígono, 15679, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3168448, 'lng': -8.3533408}, 'southwest': {'lat': 43.3145716, 'lng': -8.3577919}}, 'location': {'lat': 43.3156743, 'lng': -8.3557515}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.3170571802915, 'lng': -8.3533408}, 'southwest': {'lat': 43.3143592197085, 'lng': -8.3577919}}}, 'place_id': 'ChIJPQvp_t5kLg0RCmui0OK4IiQ', 'types': ['route']}], 'status': 'OK'}"
Café Bar Bonsai,6.0,5.0,,"[4, 14]","['Bar', 'Café', 'Europea', 'Española', 'Pub']","['Desayuno', 'Comidas', 'Cenas', 'Bebidas']","Carretera Cambre - Temple 7, 15660 Cambre España","['0', '0', '0', '1', '5']",9.0,bajo,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,5.0,43.2932979,-8.3441184,Cambre,A Coruña,15660,"Estrada Cambre-Temple, 7, 15660 Cambre, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Estrada Cambre-Temple', 'short_name': 'Estrada Cambre-Temple', 'types': ['route']}, {'long_name': 'Cambre', 'short_name': 'Cambre', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15660', 'short_name': '15660', 'types': ['postal_code']}], 'formatted_address': 'Estrada Cambre-Temple, 7, 15660 Cambre, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.2933473, 'lng': -8.3440244}, 'southwest': {'lat': 43.293239, 'lng': -8.344164899999999}}, 'location': {'lat': 43.2932979, 'lng': -8.3441184}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.2946459302915, 'lng': -8.342696819708499}, 'southwest': {'lat': 43.2919479697085, 'lng': -8.345394780291503}}}, 'place_id': 'ChIJldphSahlLg0RdQI5KcgK8e4', 'types': ['premise']}], 'status': 'OK'}"
La Darsena,8.0,5.0,,"[6, 14]","['Café', 'Española']",['Reservas'],"Calle de Benito Vicetto 36, 15401 A Coruña España","['0', '0', '0', '1', '7']",10.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,7.0,43.47856729999999,-8.2434952,Ferrol,La Coruña,15401,"C. de Benito Vicetto, 36, 15401 Ferrol, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '36', 'short_name': '36', 'types': ['street_number']}, {'long_name': 'Calle de Benito Vicetto', 'short_name': 'C. de Benito Vicetto', 'types': ['route']}, {'long_name': 'Ferrol', 'short_name': 'Ferrol', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15401', 'short_name': '15401', 'types': ['postal_code']}], 'formatted_address': 'C. de Benito Vicetto, 36, 15401 Ferrol, La Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.478622, 'lng': -8.2433911}, 'southwest': {'lat': 43.4784981, 'lng': -8.2435536}}, 'location': {'lat': 43.47856729999999, 'lng': -8.2434952}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.47990903029149, 'lng': -8.242123369708498}, 'southwest': {'lat': 43.4772110697085, 'lng': -8.244821330291503}}}, 'place_id': 'ChIJL3LxHD52Lg0RZn-pxr8nq8M', 'types': ['premise']}], 'status': 'OK'}"
Thai Market,218.0,3.5,,,"['Asiática', 'Tailandesa']",,"Avenida de La Marina 25, 15003 A Coruña España","['33', '24', '47', '73', '41']",,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,33.0,24.0,47.0,73.0,41.0,43.3623436,-8.4115401,Galicia,Spain,Spain,"A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}], 'formatted_address': 'A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.38640729999999, 'lng': -8.3871082}, 'southwest': {'lat': 43.337341, 'lng': -8.4382592}}, 'location': {'lat': 43.3623436, 'lng': -8.4115401}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.38640729999999, 'lng': -8.3871082}, 'southwest': {'lat': 43.337341, 'lng': -8.4382592}}}, 'partial_match': True, 'place_id': 'ChIJTVd08fx8Lg0R7t9cCQ01R2o', 'types': ['locality', 'political']}], 'status': 'OK'}"
Club de Tenis Redes,29.0,3.5,,,['Española'],,"Calle Linares, 15623 Ares España","['3', '4', '5', '5', '12']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,4.0,5.0,5.0,12.0,43.4266793,-8.2051413,Galicia,Spain,15623,"C. Liñares, 15623, La Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Calle Liñares', 'short_name': 'C. Liñares', 'types': ['route']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15623', 'short_name': '15623', 'types': ['postal_code']}], 'formatted_address': 'C. Liñares, 15623, La Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.4268235, 'lng': -8.2049373}, 'southwest': {'lat': 43.4265714, 'lng': -8.205321699999999}}, 'location': {'lat': 43.4266793, 'lng': -8.2051413}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.4280464302915, 'lng': -8.203780519708497}, 'southwest': {'lat': 43.4253484697085, 'lng': -8.206478480291501}}}, 'place_id': 'ChIJ1yxuhA50Lg0Rl81jECAu3Ys', 'types': ['route']}], 'status': 'OK'}"
Casa Graña,15.0,4.0,,,['Española'],,"Lugar Hospital de Bruma, 15685 A Coruña España","['2', '4', '0', '2', '7']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,4.0,0.0,2.0,7.0,43.1530515,-8.363084100000002,La Coruña,Galicia,15685,"Hospital de Bruma, 15685 Hospital, La Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Hospital de Bruma', 'short_name': 'Hospital de Bruma', 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Hospital', 'short_name': 'Hospital', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15685', 'short_name': '15685', 'types': ['postal_code']}], 'formatted_address': 'Hospital de Bruma, 15685 Hospital, La Coruña, Spain', 'geometry': {'location': {'lat': 43.1530515, 'lng': -8.363084100000002}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.1544140802915, 'lng': -8.361771019708499}, 'southwest': {'lat': 43.1517161197085, 'lng': -8.364468980291504}}}, 'partial_match': True, 'place_id': 'ChIJLZ7WsKRdLg0RYtAMxobhKco', 'plus_code': {'compound_code': '5J3P+6Q Hospital, Spain', 'global_code': '8CMH5J3P+6Q'}, 'types': ['establishment', 'point_of_interest', 'transit_station']}], 'status': 'OK'}"
Taberna de José,5.0,4.5,,,['Española'],,"Rúa Nicomedes Pastor Díaz, 15, 15006 A Coruña España","['0', '0', '0', '2', '3']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,2.0,3.0,43.3563942,-8.3998127,A Coruña,A Coruña,15006,"Rúa Nicomedes Pastor Díaz, 15, 15006 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Rúa Nicomedes Pastor Díaz', 'short_name': 'Rúa Nicomedes Pastor Díaz', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15006', 'short_name': '15006', 'types': ['postal_code']}], 'formatted_address': 'Rúa Nicomedes Pastor Díaz, 15, 15006 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3565148, 'lng': -8.3996502}, 'southwest': {'lat': 43.3562843, 'lng': -8.3999772}}, 'location': {'lat': 43.3563942, 'lng': -8.3998127}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3577420302915, 'lng': -8.3984647197085}, 'southwest': {'lat': 43.3550440697085, 'lng': -8.401162680291504}}}, 'place_id': 'ChIJSX9K5px8Lg0Rps_EWadaPQ8', 'types': ['premise']}], 'status': 'OK'}"
Jamoneria La Encina,33.0,3.5,,"[5, 15]",['Española'],"['Desayuno', 'Comidas', 'Cenas']","Praza Exilio 6 Plaza, 15179 Oleiros España","['8', '2', '2', '1', '20']",10.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,2.0,2.0,1.0,20.0,43.33270590000001,-8.3157003,Galicia,Spain,Spain,"Oleiros, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}], 'formatted_address': 'Oleiros, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3451073, 'lng': -8.2999874}, 'southwest': {'lat': 43.326682, 'lng': -8.331007999999999}}, 'location': {'lat': 43.33270590000001, 'lng': -8.3157003}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.3451073, 'lng': -8.2999874}, 'southwest': {'lat': 43.326682, 'lng': -8.331007999999999}}}, 'partial_match': True, 'place_id': 'ChIJR1PpOU9lLg0Rs3r0wksO-e8', 'types': ['locality', 'political']}], 'status': 'OK'}"
Restaurante La Vina,16.0,4.5,,,['Española'],,"Avenida Pasaje 123, 15009 A Coruña España","['0', '1', '1', '5', '9']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,5.0,9.0,43.3321056,-8.384782699999999,A Coruña,A Coruña,15009,"Av. Pasaxe, 123, 15009 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '123', 'short_name': '123', 'types': ['street_number']}, {'long_name': 'Avenida Pasaxe', 'short_name': 'Av. Pasaxe', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15009', 'short_name': '15009', 'types': ['postal_code']}], 'formatted_address': 'Av. Pasaxe, 123, 15009 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3321056, 'lng': -8.384782699999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.33355203029149, 'lng': -8.383299719708496}, 'southwest': {'lat': 43.3308540697085, 'lng': -8.385997680291501}}}, 'place_id': 'ChIJpRjDek17Lg0RTDzZeEE2frQ', 'plus_code': {'compound_code': '8JJ8+R3 A Coruña, Spain', 'global_code': '8CMH8JJ8+R3'}, 'types': ['street_address']}], 'status': 'OK'}"
