nombre,numero de opiniones,puntuacion sobre 5,ranking,precio,tipos de cocina,dietas especiales,ubicaciones,puntuaciones desglosadas,precio promedio,categoria precio,tipos cocina española,tipos cocina italiana,tipos cocina francesa,tipos cocina europea,tipos cocina asiatica,tipos cocina americana,tipos cocina latinoamerica,tipos cocina africana,tipos cocina arabe,Halal,Kosher,Opciones sin gluten,Opciones veganas,Opciones vegetarianas,Pésimo,Malo,Normal,Muy bueno,Excelente,lat,long,municipio,provincia,codigo postal,direccion completa corregida,datos completos
O'Tanagra,185.0,4.0,,,"['Marisco', 'Española']",,"Rua Angel 4, 15001 A Coruña España","['17', '7', '23', '68', '70']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17.0,7.0,23.0,68.0,70.0,43.3707103,-8.3986136,A Coruña,A Coruña,15001,"Rúa Ángel, 4, 15001 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Rúa Ángel', 'short_name': 'Rúa Ángel', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}], 'formatted_address': 'Rúa Ángel, 4, 15001 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.370748, 'lng': -8.3985571}, 'southwest': {'lat': 43.3706667, 'lng': -8.3986953}}, 'location': {'lat': 43.3707103, 'lng': -8.3986136}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3717169802915, 'lng': -8.397053069708496}, 'southwest': {'lat': 43.3690190197085, 'lng': -8.399751030291501}}}, 'place_id': 'ChIJf28hGn98Lg0Rtv6ApmOlsrc', 'types': ['premise']}], 'status': 'OK'}"
Restaurante Camelias,65.0,4.5,,"[11, 35]","['Internacional', 'Española', 'Café']",['Opciones vegetarianas'],"Avenida Alcalde Manuel Platas Varela 64, 15141 Arteixo España","['2', '0', '2', '8', '53']",23.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0.0,2.0,8.0,53.0,43.3167208,-8.4821423,Arteixo,La Coruña,15141,"Av. Alcalde Manuel Platas Varela, 64, 15141 Arteixo, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '64', 'short_name': '64', 'types': ['street_number']}, {'long_name': 'Avenida Alcalde Manuel Platas Varela', 'short_name': 'Av. Alcalde Manuel Platas Varela', 'types': ['route']}, {'long_name': 'Arteixo', 'short_name': 'Arteixo', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15141', 'short_name': '15141', 'types': ['postal_code']}], 'formatted_address': 'Av. Alcalde Manuel Platas Varela, 64, 15141 Arteixo, La Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3168035, 'lng': -8.481976099999999}, 'southwest': {'lat': 43.31663150000001, 'lng': -8.4822765}}, 'location': {'lat': 43.3167208, 'lng': -8.4821423}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3181162302915, 'lng': -8.480777319708496}, 'southwest': {'lat': 43.3154182697085, 'lng': -8.4834752802915}}}, 'place_id': 'ChIJ_T87o6liLg0R0reCOyCaqXk', 'types': ['premise']}], 'status': 'OK'}"
Restaurante Miramar,182.0,4.0,,,"['Marisco', 'Mediterránea', 'Española']",,"Avenida da Mariña n.34, 15160 Sada España","['20', '7', '12', '41', '102']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20.0,7.0,12.0,41.0,102.0,43.3521406,-8.2540087,Sada,A Coruña,15160,"Avenida da Mariña, 34, 15160 Sada, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '34', 'short_name': '34', 'types': ['street_number']}, {'long_name': 'Avenida da Mariña', 'short_name': 'Avenida da Mariña', 'types': ['route']}, {'long_name': 'Sada', 'short_name': 'Sada', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15160', 'short_name': '15160', 'types': ['postal_code']}], 'formatted_address': 'Avenida da Mariña, 34, 15160 Sada, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.352233, 'lng': -8.2538386}, 'southwest': {'lat': 43.3520251, 'lng': -8.2541584}}, 'location': {'lat': 43.3521406, 'lng': -8.2540087}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.35348383029149, 'lng': -8.252636869708498}, 'southwest': {'lat': 43.3507858697085, 'lng': -8.255334830291503}}}, 'place_id': 'ChIJS6_Gh8VxLg0Rb2ApQOVExS4', 'types': ['premise']}], 'status': 'OK'}"
Taberna A Carballeira,47.0,4.5,,,"['Española', 'Bar', 'Pub']",,"Calle Galera 10-12, 15003 A Coruña España","['1', '3', '3', '18', '22']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.0,3.0,18.0,22.0,43.37074670000001,-8.3996564,Calle Galera,A Coruña,15003,"Calle Galera, 10, 12 Bajo, 15003 A Coruña, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '12 Bajo', 'short_name': '12 Bajo', 'types': ['subpremise']}, {'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Calle Galera', 'short_name': 'Calle Galera', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15003', 'short_name': '15003', 'types': ['postal_code']}], 'formatted_address': 'Calle Galera, 10, 12 Bajo, 15003 A Coruña, La Coruña, Spain', 'geometry': {'location': {'lat': 43.37074670000001, 'lng': -8.3996564}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3723560302915, 'lng': -8.398747969708497}, 'southwest': {'lat': 43.3696580697085, 'lng': -8.401445930291501}}}, 'place_id': 'ChIJQSHC5n58Lg0RTHlK5d2t1cs', 'types': ['subpremise']}], 'status': 'OK'}"
La Dolce,112.0,4.0,,"[5, 15]","['Pizza', 'Española', 'Fusión', 'Italiana', 'Europea']","['Opciones vegetarianas', 'Opciones veganas', 'Opciones sin gluten']","Ronda do Outeiro 258, 15010 A Coruña España","['3', '6', '9', '40', '54']",10.0,bajo,True,True,False,True,False,False,False,False,False,False,False,True,True,True,3.0,6.0,9.0,40.0,54.0,43.3536395,-8.4097603,A Coruña,Galicia,15007,"Rúa Ronda de Outeiro, 15007 A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Rúa Ronda de Outeiro', 'short_name': 'Rúa Ronda de Outeiro', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15007', 'short_name': '15007', 'types': ['postal_code']}], 'formatted_address': 'Rúa Ronda de Outeiro, 15007 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3539127, 'lng': -8.4093418}, 'southwest': {'lat': 43.3533315, 'lng': -8.410198399999999}}, 'location': {'lat': 43.3536395, 'lng': -8.4097603}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.3549710802915, 'lng': -8.408421119708498}, 'southwest': {'lat': 43.3522731197085, 'lng': -8.411119080291503}}}, 'place_id': 'ChIJHWJx4JB8Lg0RrG1Ldo39Rw0', 'types': ['route']}], 'status': 'OK'}"
Pazo de Vilaboa,66.0,4.5,,"[40, 70]","['Española', 'Mediterránea']",['Opciones vegetarianas'],"Rua do Souto 2, 15174 Culleredo España","['3', '0', '3', '11', '49']",55.0,alto,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,0.0,3.0,11.0,49.0,43.3153958,-8.3840661,Culleredo,A Coruña,15174,"Rúa Conduzo, 2, 15174 Culleredo, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Rúa Conduzo', 'short_name': 'Rúa Conduzo', 'types': ['route']}, {'long_name': 'Culleredo', 'short_name': 'Culleredo', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15174', 'short_name': '15174', 'types': ['postal_code']}], 'formatted_address': 'Rúa Conduzo, 2, 15174 Culleredo, A Coruña, Spain', 'geometry': {'location': {'lat': 43.3153958, 'lng': -8.3840661}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 43.3167107302915, 'lng': -8.382694569708496}, 'southwest': {'lat': 43.3140127697085, 'lng': -8.385392530291501}}}, 'place_id': 'EjJSw7phIENvbmR1em8sIDIsIDE1MTc0IEN1bGxlcmVkbywgQSBDb3J1w7FhLCBTcGFpbiIwEi4KFAoSCefzaqK8ZC4NEdlUdvAzBjdLEAIqFAoSCUVs8VmjZC4NEWdxLs2kONBJ', 'types': ['street_address']}], 'status': 'OK'}"
Restaurante Tira Do Playa,418.0,3.5,,"[28, 85]","['Marisco', 'Mediterránea', 'Europea', 'Española']",['Opciones sin gluten'],"Anden de Riazor S/N, 15011 A Coruña España","['39', '39', '67', '122', '151']",56.0,alto,True,False,False,True,False,False,False,False,False,False,False,True,False,False,39.0,39.0,67.0,122.0,151.0,43.3687102,-8.415323899999999,A Coruña,A Coruña,15011,"Rúa Manuel Murguía, S/N, 15011 A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'S/N', 'short_name': 'S/N', 'types': ['street_number']}, {'long_name': 'Rúa Manuel Murguía', 'short_name': 'Rúa Manuel Murguía', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15011', 'short_name': '15011', 'types': ['postal_code']}], 'formatted_address': 'Rúa Manuel Murguía, S/N, 15011 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3687102, 'lng': -8.415323899999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.37007713029149, 'lng': -8.413865969708498}, 'southwest': {'lat': 43.36737916970849, 'lng': -8.416563930291503}}}, 'partial_match': True, 'place_id': 'ChIJdW0w8eF9Lg0RfsNwW_qJZqI', 'plus_code': {'compound_code': '9H9M+FV A Coruña, Spain', 'global_code': '8CMH9H9M+FV'}, 'types': ['establishment', 'point_of_interest']}, {'address_components': [{'long_name': 'S/N', 'short_name': 'S/N', 'types': ['street_number']}, {'long_name': 'Rúa Manuel Murguía', 'short_name': 'Rúa Manuel Murguía', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15011', 'short_name': '15011', 'types': ['postal_code']}], 'formatted_address': 'Rúa Manuel Murguía, S/N, 15011 A Coruña, Spain', 'geometry': {'location': {'lat': 43.3683736, 'lng': -8.4171049}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3700805302915, 'lng': -8.415715219708497}, 'southwest': {'lat': 43.3673825697085, 'lng': -8.418413180291502}}}, 'partial_match': True, 'place_id': 'ChIJpZ2-iGB8Lg0Rhj2ELUDKq7k', 'plus_code': {'compound_code': '9H9M+85 A Coruña, Spain', 'global_code': '8CMH9H9M+85'}, 'types': ['establishment', 'gym', 'health', 'point_of_interest', 'stadium']}], 'status': 'OK'}"
Jamonería Cavamontes,132.0,4.0,,,"['Bar', 'Mediterránea', 'Española']",,"C/ Etiopía, 4-6 Bajo, 15172 Perillo España","['14', '2', '9', '27', '80']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0,2.0,9.0,27.0,80.0,43.333056,-8.3737675,Oleiros,A Coruña,15172,"Rúa Etiopía, 4, 15172 Oleiros, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Rúa Etiopía', 'short_name': 'Rúa Etiopía', 'types': ['route']}, {'long_name': 'Oleiros', 'short_name': 'Oleiros', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15172', 'short_name': '15172', 'types': ['postal_code']}], 'formatted_address': 'Rúa Etiopía, 4, 15172 Oleiros, A Coruña, Spain', 'geometry': {'location': {'lat': 43.333056, 'lng': -8.3737675}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3343463802915, 'lng': -8.372434819708497}, 'southwest': {'lat': 43.3316484197085, 'lng': -8.375132780291501}}}, 'place_id': 'ChIJ9_06dzV7Lg0R4SoSZsHxsB0', 'plus_code': {'compound_code': '8JMG+6F Oleiros, Spain', 'global_code': '8CMH8JMG+6F'}, 'types': ['street_address']}], 'status': 'OK'}"
Meson A Gurita,32.0,4.5,,,['Española'],,"A Gurita 18, 15314 A Coruña España","['1', '0', '0', '5', '26']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,5.0,26.0,43.28031379999999,-8.1447804,A Coruña,Galicia,Spain,"15314 Paderne, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '15314', 'short_name': '15314', 'types': ['postal_code']}, {'long_name': 'Paderne', 'short_name': 'Paderne', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}], 'formatted_address': '15314 Paderne, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3113883, 'lng': -8.105440399999999}, 'southwest': {'lat': 43.251676, 'lng': -8.1964126}}, 'location': {'lat': 43.28031379999999, 'lng': -8.1447804}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.3113883, 'lng': -8.105440399999999}, 'southwest': {'lat': 43.251676, 'lng': -8.1964126}}}, 'partial_match': True, 'place_id': 'ChIJ_YL_te5sLg0REFUfvoX1BBw', 'postcode_localities': ['A Altamira', 'A Calzada', 'A Costa', 'A Esperela', 'A Fraga', 'A Igrexa', 'A Lameira', 'A Pedreira', 'Areas', 'Donín', 'Medín', 'O Barreiro', 'O Casal', 'O Consistorio', 'O Couto', 'O Loibo', 'O Pazo', 'O Vilar', 'Paderne', 'Sanín', 'Teixeiro', 'Vigo'], 'types': ['postal_code']}], 'status': 'OK'}"
Sucre Coffee & Bakery,40.0,4.5,4.0,,"['Café', 'Fusión']",,"Calle Franja 54 Bajo, 15001 A Coruña España","['1', '1', '2', '10', '26']",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,2.0,10.0,26.0,43.3709375,-8.398569,A Coruña,A Coruña,15001,"Rúa Franja, 54, 15001 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '54', 'short_name': '54', 'types': ['street_number']}, {'long_name': 'Rúa Franja', 'short_name': 'Rúa Franja', 'types': ['route']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}], 'formatted_address': 'Rúa Franja, 54, 15001 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3709928, 'lng': -8.398530899999999}, 'southwest': {'lat': 43.3708728, 'lng': -8.3985939}}, 'location': {'lat': 43.3709375, 'lng': -8.398569}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3718393802915, 'lng': -8.396998669708498}, 'southwest': {'lat': 43.36914141970851, 'lng': -8.399696630291503}}}, 'place_id': 'ChIJXe4mGH98Lg0RVxkZF9cQr3o', 'types': ['premise']}], 'status': 'OK'}"
Crêperie Petite Bretagne,111.0,4.0,,,"['Europea', 'Española']",,"Riego Del Agua 13-15 Bajo, 15001 A Coruña España","['5', '2', '20', '42', '42']",,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,5.0,2.0,20.0,42.0,42.0,43.3712857,-8.3951235,A Coruña,Galicia,Spain,"15001 A Coruña, Spain","{'results': [{'address_components': [{'long_name': '15001', 'short_name': '15001', 'types': ['postal_code']}, {'long_name': 'A Coruña', 'short_name': 'A Coruña', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}], 'formatted_address': '15001 A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.37750339999999, 'lng': -8.3888027}, 'southwest': {'lat': 43.3675869, 'lng': -8.4011054}}, 'location': {'lat': 43.3712857, 'lng': -8.3951235}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.37750339999999, 'lng': -8.3888027}, 'southwest': {'lat': 43.3675869, 'lng': -8.4011054}}}, 'partial_match': True, 'place_id': 'ChIJpxoWIIF7Lg0R8FEfvoX1BBw', 'types': ['postal_code']}], 'status': 'OK'}"
Pizza Miño,248.0,4.0,,,"['Italiana', 'Pizza', 'Comida rápida']",,"Rua Carreira, 42 BAJO(PUB PUKIS), 15630 Miño España","['14', '12', '36', '105', '81']",,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,14.0,12.0,36.0,105.0,81.0,43.3474452,-8.2045581,Miño,A Coruña,15630,"Rúa a Carreira, 42, 15630 Miño, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '42', 'short_name': '42', 'types': ['street_number']}, {'long_name': 'Rúa a Carreira', 'short_name': 'Rúa a Carreira', 'types': ['route']}, {'long_name': 'Miño', 'short_name': 'Miño', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15630', 'short_name': '15630', 'types': ['postal_code']}], 'formatted_address': 'Rúa a Carreira, 42, 15630 Miño, A Coruña, Spain', 'geometry': {'location': {'lat': 43.3474452, 'lng': -8.2045581}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3488325302915, 'lng': -8.203225519708496}, 'southwest': {'lat': 43.3461345697085, 'lng': -8.205923480291501}}}, 'partial_match': True, 'place_id': 'ChIJ5XRX-wtyLg0RiqYujlvSuIk', 'plus_code': {'compound_code': '8QWW+X5 Miño, Spain', 'global_code': '8CMH8QWW+X5'}, 'types': ['street_address']}], 'status': 'OK'}"
